13.3048527189,1.00108185238e-28
14.8337857948,1.15650756895e-28
16.094720988,1.3359267547e-28
18.6913688911,1.63504090631e-28
19.7361335264,1.83492394461e-28
23.2340528384,2.59350090749e-28
25.2090466336,2.91085500147e-28
28.8807745672,3.88368668451e-28
32.1996216395,5.03411435686e-28
34.9367271023,5.9849047789e-28
39.4847498537,7.9846980472e-28
42.8411223519,9.76995729669e-28
47.7642290074,1.30338151188e-27
59.3726776786,2.38742280561e-27
68.0203795252,4.01007921456e-27
70.852434175,4.6314825892e-27
77.927629537,6.73560429651e-27
86.8827177924,8.73082847449e-27
99.5372900379,1.06851117791e-26
117.178709449,1.42576321649e-26
130.644353034,1.55498533281e-26
147.651483902,1.79650135537e-26
169.157099951,2.07563584832e-26
188.595863431,2.39789440122e-26
222.021514508,2.93493434185e-26
244.192179609,3.29423759724e-26
264.94955857,4.26961865813e-26
303.539780142,5.37789973785e-26
367.188436682,7.17671599663e-26
414.988602942,9.30308550351e-26
420.669873701,9.30356452179e-26
488.538807015,1.13866336714e-25
615.585204333,1.43474755046e-25
695.721374688,1.70599103331e-25
765.194847276,1.97075788887e-25
876.646396247,2.2769677909e-25
990.767210809,2.63062013267e-25
1182.33287315,3.21994784446e-25
1300.39848597,3.61414328733e-25
1573.07647421,4.42403369206e-25
2009.2972184,5.90501398134e-25
2601.61945398,7.8821699767e-25
3414.6689173,1.08291164342e-24
3807.06711675,1.25104206929e-24
4421.28173115,1.48770865324e-24
5204.88439224,1.92879568328e-24
5724.63469215,2.10350115549e-24
6925.02202579,2.72744382136e-24
8491.80047769,3.63991493554e-24
9597.25324835,4.20525645943e-24
11452.8901277,5.77541483741e-24
13121.0173367,6.67277986716e-24
15237.9016355,8.40529136853e-24
17696.314264,1.02872370575e-23
19729.8940992,1.25886059274e-23
