10.1369018503,2.51201576919e-27
11.3017884412,2.58643311604e-27
12.4303645034,2.74067653667e-27
14.0485349864,2.82201315548e-27
15.4513961687,3.16749226861e-27
17.462841062,3.65945841006e-27
19.7361335264,4.10788302247e-27
21.7069479665,4.47996475693e-27
22.9202700998,4.88499409338e-27
25.9040043682,5.64371786958e-27
27.7263762342,6.1542778829e-27
30.4950817956,6.71171692789e-27
32.6404404176,6.90948118069e-27
35.4150173607,7.53493666919e-27
38.4254452026,7.98387584236e-27
39.4847498537,7.9846980472e-27
42.8411223519,8.22039460352e-27
47.7642290074,8.96543892465e-27
52.5338781447,8.71421128951e-27
56.9994823206,9.23341284128e-27
63.5496032177,1.00702706971e-26
64.4196090443,1.03648615724e-26
70.852434175,1.06713665025e-26
78.9944732042,1.16385513391e-26
86.8827177924,1.26927421096e-26
94.2681201476,1.46618787719e-26
98.1930095683,1.55330488623e-26
103.681563373,1.74319573169e-26
114.035015937,1.9010900261e-26
122.057490062,2.07307249784e-26
128.8799625,2.26049700312e-26
139.835310155,2.68743583431e-26
149.672860036,2.93055522955e-26
162.395692852,3.5857836175e-26
183.536176437,4.51632649993e-26
201.863765593,5.0692284135e-26
222.021514508,6.20295156414e-26
234.431532628,7.1645321427e-26
261.371336611,9.02332762478e-26
283.589017342,1.07275585724e-25
307.695295896,1.2391819037e-25
324.894098481,1.43127968805e-25
343.054237864,1.60625300621e-25
352.511485472,1.7512924533e-25
372.215314321,2.14263463886e-25
393.020499826,2.33634819089e-25
438.184625606,2.94249990816e-25
444.183454207,3.11701447667e-25
481.940946287,3.60058433335e-25
544.679461607,4.15981713686e-25
590.979543842,4.66883373091e-25
686.325452256,5.55206296618e-25
775.670506319,6.60169772281e-25
876.646396247,8.07898659066e-25
1004.33099725,9.069440603e-25
1104.6216661,9.89092777087e-25
1265.5111391,1.24583533391e-24
1449.83435715,1.43940914513e-24
1638.57211793,1.71153391694e-24
1826.86936264,2.03499993981e-24
2209.94198842,2.42034602711e-24
2497.62968204,2.7962674801e-24
2709.93888006,3.23007703559e-24
3062.71559109,3.73176367001e-24
3147.14789508,3.95329164952e-24
3704.93036981,4.83868322961e-24
4244.55793005,5.92176003953e-24
4543.16670286,6.64603481229e-24
5204.88439224,8.37117123017e-24
6127.36830267,1.02460049586e-23
6211.25310848,9.95581741095e-24
7019.82685866,1.18379956299e-23
7312.10004846,1.21855534613e-23
8491.80047769,1.62589027853e-23
9861.82832223,1.93346898235e-23
11145.6297341,2.3661292349e-23
12943.8141263,2.98046781564e-23
14044.0936498,3.34517316837e-23
15872.3375278,3.97758855088e-23
16309.902815,4.33675192173e-23
17221.5540572,4.59466682879e-23
18685.4597582,5.01058222255e-23
